row_label,column_1,app_submitted_qualified,app_submitted_unqualified,cold_lead,dead_lead,do_not_contact,enrolled,event_leads,future_applicant,hot_lead,interviewed_app_ready,interviewed_not_ready,new,outreach_attempt_1,outreach_attempt_2,outreach_attempt_4,qualified_meeting_set,responded,warm_lead,blank,grand_total,l2c,badleads,uncontacted
UDR 28,,1,,,,,,,,1,1,,,,,,,,,,3,1,0,0
